@@PROCID|Returns the object identifier (ID) of the current [!INCLUDE[tsql](../../includes/tsql-md.md)] module. A [!INCLUDE[tsql](../../includes/tsql-md.md)] module can be a stored procedure, user-defined function, or trigger. @@PROCID cannot be specified in CLR modules or the in-process data access provider.
PWDCOMPARE|Hashes a password and compares the hash to the hash of an existing password. PWDCOMPARE can be used to search for blank [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] login passwords or common weak passwords.
PWDENCRYPT|Returns the [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] password hash of the input value that uses the current version of the password hashing algorithm.
QUOTENAME|Returns a Unicode string with the delimiters added to make the input string a valid [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] delimited identifier.
RADIANS|Returns radians when a numeric expression, in degrees, is entered.
RAND|Returns a pseudo-random **float** value from 0 through 1, exclusive.
RANK|Returns the rank of each row within the partition of a result set. The rank of a row is one plus the number of ranks that come before the row in question.
Ranking|Ranking functions return a ranking value for each row in a partition. Depending on the function that is used, some rows might receive the same value as other rows. Ranking functions are nondeterministic.
@@REMSERVER|
REPLACE|Replaces all occurrences of a specified string value with another string value.
REPLICATE|Repeats a string value a specified number of times.
REVERSE|Returns the reverse order of a string value.
RIGHT_SHIFT|RIGHT_SHIFT takes two parameters, and returns the first parameter bit-shifted right by the number of bits specified in the second parameter.
RIGHT|Returns the right part of a character string with the specified number of characters.
ROUND|Returns a numeric value, rounded to the specified length or precision.
ROW_NUMBER|Numbers the output of a result set. More specifically, returns the sequential number of a row within a partition of a result set, starting at 1 for the first row in each partition.
ROWCOUNT_BIG|Returns the number of rows affected by the last statement executed. This function operates like [@@ROWCOUNT](../../t-sql/functions/rowcount-transact-sql.md), except the return type of ROWCOUNT_BIG is **bigint**.
@@ROWCOUNT|Returns the number of rows affected by the last statement. If the number of rows is more than 2 billion, use [ROWCOUNT_BIG](../../t-sql/functions/rowcount-big-transact-sql.md).
RTRIM|::: moniker range="<=sql-server-ver15 || <=sql-server-linux-ver15 || = azure-sqldw-latest || = azuresqldb-current || = azuresqldb-mi-current"
SCHEMA_ID|Returns the schema ID associated with a schema name.
SCHEMA_NAME|Returns the schema name associated with a schema ID.
SCOPE_IDENTITY|Returns the last identity value inserted into an identity column in the same scope. A scope is a module: a stored procedure, trigger, function, or batch. Therefore, if two statements are in the same stored procedure, function, or batch, they are in the same scope.
Security|The following functions return information that is useful in managing security. Additional functions are listed under [Cryptographic Functions &#40;Transact-SQL&#41;](../../t-sql/functions/cryptographic-functions-transact-sql.md).
@@SERVERNAME|Returns the name of the local server that is running [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)].
SERVERPROPERTY|Returns property information about the server instance.
@@SERVICENAME|Returns the name of the registry key under which [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] is running. @@SERVICENAME returns 'MSSQLSERVER' if the current instance is the default instance; this function returns the instance name if the current instance is a named instance.
SESSION_CONTEXT|Returns the value of the specified key in the current session context. The value is set by using the [sp_set_session_context &#40;Transact-SQL&#41;](../../relational-databases/system-stored-procedures/sp-set-session-context-transact-sql.md) procedure.
SESSION_ID|Returns the ID of the current [!INCLUDE[ssSDW](../../includes/sssdw-md.md)] or [!INCLUDE[ssPDW_md](../../includes/sspdw-md.md)] session.
SESSION_USER|SESSION_USER returns the user name of the current context in the current database.
SESSIONPROPERTY|Returns the SET options settings of a session.
SET_BIT|SET_BIT returns *expression_value* offset by the bit defined by *bit_offset*. The bit value defaults to 1, or is set by *bit_value*.
SIGN|Returns the positive (+1), zero (0), or negative (-1) sign of the specified expression.
SIGNBYASYMKEY|Signs plaintext with an asymmetric key
SIGNBYCERT|Signs text with a certificate and returns the signature.
SIN|Returns the trigonometric sine of the specified angle, in radians, and in an approximate numeric, **float**, expression.
SMALLDATETIMEFROMPARTS|Returns a **smalldatetime** value for the specified date and time.
SOUNDEX|Returns a four-character (SOUNDEX) code to evaluate the similarity of two strings.
SPACE|Returns a string of repeated spaces.
@@SPID|Returns the session ID of the current user process.
SQL_VARIANT_PROPERTY|Returns the base data type and other information about a **sql_variant** value.
SQRT|Returns the square root of the specified float value.
SQUARE|Returns the square of the specified float value.
STATS_DATE|Returns the date of the most recent update for statistics on a table or indexed view.
STDEV|Returns the statistical standard deviation of all values in the specified expression.
STDEVP|Returns the statistical standard deviation for the population for all values in the specified expression.
STR|Returns character data converted from numeric data. The character data is right-justified, with a specified length and decimal precision.
STRING_AGG|<!--[!INCLUDE [sqlserver2017-asdb-asdbmi-asa](../../includes/applies-to-version/sqlserver2017-asdb-asdbmi-asa.md)]-->
STRING_ESCAPE|Escapes special characters in texts and returns text with escaped characters. **STRING_ESCAPE** is a deterministic function, introduced in SQL Server 2016.
String|The following scalar functions perform an operation on a string input value and return a string or numeric value:
STRING_SPLIT|A table-valued function that splits a string into rows of substrings, based on a specified separator character.
STUFF|The STUFF function inserts a string into another string. It deletes a specified length of characters in the first string at the start position and then inserts the second string into the first string at the start position.
SUBSTRING|Returns part of a character, binary, text, or image expression in [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)].
SUM|Returns the sum of all the values, or only the DISTINCT values, in the expression. SUM can be used with numeric columns only. Null values are ignored.
SUSER_ID|Returns the login identification number of the user.
SUSER_NAME|Returns the login identification name of the user.
SUSER_SID|Returns the security identification number (SID) for the specified login name.
SUSER_SNAME|Returns the login name associated with a security identification number (SID).
SWITCHOFFSET|Returns a **datetimeoffset** value that is changed from the stored time zone offset to a specified new time zone offset.
SYMKEYPROPERTY|Returns the algorithm of a symmetric key created from an EKM module.
SYSDATETIME|Returns a **datetime2(7)** value that contains the date and time of the computer on which the instance of [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] is running.
SYSDATETIMEOFFSET|Returns a **datetimeoffset(7)** value that contains the date and time of the computer on which the instance of [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] is running. The time zone offset is included.
System|The following system functions perform operations on and return information about values, objects, and settings in [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)].
System|The following scalar functions return statistical information about the system:
SYSTEM_USER|Allows a system-supplied value for the current login to be inserted into a table when no default value is specified.
SYSUTCDATETIME|Returns a **datetime2** value that contains the date and time of the computer on which the instance of [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] is running. The date and time is returned as UTC time (Coordinated Universal Time). The fractional second precision specification has a range from 1 to 7 digits. The default precision is 7 digits.
TAN|Returns the tangent of the input expression.
TEXTPTR|Returns the text-pointer value that corresponds to a **text**, **ntext**, or **image** column in **varbinary** format. The retrieved text pointer value can be used in READTEXT, WRITETEXT, and UPDATETEXT statements.
TEXTVALID|A **text**, **ntext**, or **image** function that checks whether a specific text pointer is valid.
@@TEXTSIZE|Returns the current value of the [TEXTSIZE](../../t-sql/statements/set-textsize-transact-sql.md) option.
TIMEFROMPARTS|Returns a **time** value for the specified time and with the specified precision.
@@TIMETICKS|Returns the number of microseconds per tick.
TODATETIMEOFFSET|Returns a **datetimeoffset** value that is translated from a **datetime2** expression.
@@TOTAL_ERRORS|Returns the number of disk write errors encountered by [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] since [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] last started.
@@TOTAL_READ|Returns the number of disk reads, not cache reads, by [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] since [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] was last started.
@@TOTAL_WRITE|Returns the number of disk writes by [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] since [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)] was last started.
@@TRANCOUNT|Returns the number of BEGIN TRANSACTION statements that have occurred on the current connection.
TRANSLATE|Returns the string provided as a first argument, after some characters specified in the second argument are translated into a destination set of characters, specified in the third argument.
Trigger|The following scalar functions can be used in the definition of a trigger to test for changes in data values or to return other data.
TRIGGER_NESTLEVEL|Returns the number of triggers executed for the statement that fired the trigger. TRIGGER_NESTLEVEL is used in DML and DDL triggers to determine the current level of nesting.
TRIM|Removes the space character `char(32)` or other specified characters from the start and end of a string.
TRY_CAST|Returns a value cast to the specified data type if the cast succeeds; otherwise, returns null.
TRY_CONVERT|Returns a value cast to the specified data type if the cast succeeds; otherwise, returns null.
TRY_PARSE|Returns the result of an expression, translated to the requested data type, or null if the cast fails in [!INCLUDE[ssNoVersion](../../includes/ssnoversion-md.md)]. Use TRY_PARSE only for converting from string to date/time and number types.
TYPE_ID|Returns the ID for a specified data type name.
TYPE_NAME|Returns the unqualified type name of a specified type ID.
TYPEPROPERTY|Returns information about a data type.
UNICODE|Returns the integer value, as defined by the Unicode standard, for the first character of the input expression.
UPDATE()|Returns a Boolean value that indicates whether an INSERT or UPDATE attempt was made on a specified column of a table or view. UPDATE() is used anywhere inside the body of a [!INCLUDE[tsql](../../includes/tsql-md.md)] INSERT or UPDATE trigger to test whether the trigger should execute certain actions.
UPPER|Returns a character expression with lowercase character data converted to uppercase.
USER_ID|Returns the identification number for a database user.
USER_NAME|Returns a database user name from a specified identification number.
USER|Allows a system-supplied value for the database user name of the current user to be inserted into a table when no default value is specified.
VAR|Returns the statistical variance of all values in the specified expression. May be followed by the [OVER clause](../../t-sql/queries/select-over-clause-transact-sql.md).
VARP|Returns the statistical variance for the population for all values in the specified expression.
VERIFYSIGNEDBYASYMKEY|Tests whether digitally signed data has been changed since it was signed.
VERIFYSIGNEDBYCERT|Tests whether digitally signed data has been changed since it was signed.
XACT_STATE|Is a scalar function that reports the user transaction state of a current running request. XACT_STATE indicates whether the request has an active user transaction, and whether the transaction is capable of being committed.
YEAR|Returns an integer that represents the year of the specified *date*.
